Fund_name,Year,ms,lag_mr,performance,lag_perf,FUM,over_50,female,Average.fees,Fund_type,Cost.ratio
Colonial First State FirstChoice Superannuation Trust,2005,8.1363260901486,11.8691813804173,-1.51944990176817,-1.36918138041734,10632310,42.5181975507616,42.5089501565452,NA,Retail,1.18971458862754
Combined Fund,2005,0.0645172341042469,11.8691813804173,0.580550098231827,4.53081861958266,348161,27.6771795179278,63.28096894112,NA,Industry,0.914941610355697
Combined Insurance Company Staff Superannuation Fund,2005,0.000462174450280764,11.8691813804173,1.98055009823183,2.53081861958266,8878,NA,NA,NA,Corporate,1.01638168121487
Commerce Industry Superannuation Fund,2005,0.00167476118004965,11.8691813804173,-5.51944990176817,-7.76918138041734,7680,NA,NA,NA,Industry,3.55260307603437
Concept One Superannuation Plan,2005,0.0203754327543132,11.8691813804173,-2.31944990176817,0.130818619582664,120724,15.90347601264,41.4708417121517,NA,Industry,1.06034431405254
Connect Superannuation Plan,2005,0.0951184836384281,11.8691813804173,-0.819449901768174,0.930818619582665,451029,NA,NA,NA,Industry,0.868219999050306
Connelly Temple Public Superannuation Fund,2005,0.0284113046479046,11.8691813804173,-2.81944990176817,-0.869181380417336,1167382,15.1634817845934,55.5043502443288,NA,Retail,2.08689594021154
Construction & Building Unions Superannuation,2005,1.6859395068973,11.8691813804173,1.18055009823183,2.13081861958266,7042962,17.3457476246506,5.27901925858405,NA,Industry,0.750438385250867
CQL Superannuation Fund,2005,5.30092559461808e-05,11.8691813804173,7.78055009823183,17.1308186195827,1140,NA,NA,NA,Corporate,1.80632212744606
CSL Superannuation Plan,2005,0.0102324429368612,11.8691813804173,-0.219449901768174,3.23081861958266,83484,NA,NA,NA,Corporate,0.548695022552295
CSS Fund,2005,4.04713907720427,11.8691813804173,1.88055009823183,2.03081861958266,6195270,86.3279346333251,39.35608002481,NA,Public Sector,0.299634652368698
Cuesuper,2005,0.0287773998217829,11.8691813804173,-0.0194499017681729,1.43081861958266,215991,NA,NA,NA,Industry,1.13125556183749
Danby Bland Provan & Co 23fb Superannuation Fund,2005,0.000119270825878907,NA,-0.319449901768174,NA,2686,NA,NA,NA,Corporate,0.519480519480519
Davis Langdon Australia Staff Superannuation Fund,2005,0.00152235956920438,11.8691813804173,2.88055009823183,-0.669181380417337,7615,NA,NA,NA,Corporate,1.51320269350079
Deloitte Superannuation Fund,2005,0.0117945594480252,11.8691813804173,-2.51944990176817,2.33081861958266,53163,NA,NA,NA,Corporate,0.807776560788609
Deseret Benefit Plan for Australia,2005,0.00461346180656604,11.8691813804173,-2.41944990176817,0.0308186195826643,27320,NA,NA,NA,Corporate,1.22963783014392
Diocese of Wagga Wagga Superannuation Fund,2005,0.00800274110862498,11.8691813804173,-1.81944990176817,1.43081861958266,38124,NA,NA,NA,Corporate,0.515449074207389
Dow Australia Superannuation Fund,2005,0.00191330283180746,11.8691813804173,4.58055009823183,2.63081861958266,86723,NA,NA,NA,Corporate,0.548892303117411
DPM Retirement Service,2005,0.0515332794759293,NA,-2.51944990176817,NA,54527,82.0598006644518,NA,NA,Retail,1.95175842386301
Eaton Group Superannuation Plan,2005,0.00105190242268202,11.8691813804173,3.08055009823183,1.73081861958266,24532,NA,NA,NA,Corporate,1.15638391946126
EDS (Australia) Superannuation Fund,2005,0.0477199261263009,11.8691813804173,0.480550098231827,0.830818619582663,388230,NA,NA,NA,Corporate,0.402322419114632
Energy Industries Superannuation Scheme-Pool A,2005,0.16166000870412,11.8691813804173,-0.719449901768174,-0.969181380417336,375843,NA,NA,NA,Public Sector,1.20442806298379
Energy Industries Superannuation Scheme-Pool B,2005,0.124490581050357,11.8691813804173,0.480550098231827,2.43081861958266,1605470,NA,NA,NA,Public Sector,0.668658458173219
Energy Super,2005,0.211894561409368,11.8691813804173,2.98055009823183,2.43081861958266,1972278,NA,NA,NA,Industry,0.47866990234232
Epicentre Trading Pty Ltd Superannuation Fund,2005,0.000212037023784723,11.8691813804173,2.98055009823183,-0.969181380417336,1318,NA,NA,NA,Corporate,1.52163575844032
equipsuper,2005,0.638670424492821,11.8691813804173,0.680550098231826,2.63081861958266,2977859,37.0350159163256,26.6272548127937,NA,Industry,0.628373921373788
EquitySuper,2005,0.181455652721522,11.8691813804173,-3.21944990176817,0.530818619582664,297187,20.0395232507874,40.5792626443525,NA,Retail,1.1608929813862
Estee Lauder Employees Superannuation Fund,2005,0.00254444428541668,11.8691813804173,0.0805500982318268,-0.469181380417336,15721,NA,NA,NA,Corporate,2.44843081060043
ExxonMobil Superannuation Plan,2005,0.0154058150093588,11.8691813804173,-1.41944990176817,0.430818619582665,676116,46.3636363636364,23.6776859504132,NA,Corporate,1.13477242053666
Fal Superannuation Fund,2005,0.00408502578635256,11.8691813804173,2.88055009823183,1.63081861958266,32128,NA,NA,NA,Corporate,0.618813996820458
Fiducian Superannuation Fund,2005,0.120572865728085,11.8691813804173,-0.519449901768173,1.43081861958266,567959,62.3933244832164,46.9182628484734,NA,Retail,1.95333047833033
Finsuper,2005,0.0827275700610084,11.8691813804173,0.780550098231826,-0.169181380417337,435294,13.4987692102987,60.1456988889628,NA,Industry,0.84123553560903
Fire and Emergency Services Superannuation Fund,2005,0.0283400734602269,11.8691813804173,-0.0194499017681729,-0.569181380417335,271358,NA,NA,NA,Public Sector,0.644477254035415
First Quest Retirement Service,2005,0.0609705835735978,11.8691813804173,-2.11944990176817,-0.169181380417337,222256,58.2832618025751,44.7639484978541,NA,Retail,1.99326264017113
First Super,2005,0.0753311223172678,11.8691813804173,0.280550098231826,0.130818619582664,388437,15.7625355813444,9.54948543901905,NA,Industry,1.0586623669635
Food Industry Superannuation Trust,2005,0.0257525591543539,11.8691813804173,0.680550098231826,0.930818619582665,142390,19.2767453540934,42.4962330487192,NA,Industry,0.665360358079181
Ford Employees Superannuation Fund,2005,0.0562328813234079,11.8691813804173,4.58055009823183,5.23081861958267,595556,NA,NA,NA,Corporate,0.290767154791636
Ford Management Retirement Plan,2005,0.0248083317828126,11.8691813804173,4.48055009823183,5.03081861958266,130842,NA,NA,NA,Corporate,0.481388776040643
Freedom of Choice Superannuation Masterfund,2005,0.0506602832920656,11.8691813804173,-0.719449901768174,0.730818619582664,114973,24.0859819952232,45.1038030497887,NA,Retail,1.88277954046233
Freedom Superannuation Fund,2005,0.0038978368512926,11.8691813804173,-2.71944990176817,-5.56918138041734,25858,NA,NA,NA,Corporate,2.38645435065754
FreshFood Superannuation Fund,2005,0.000528436020213489,11.8691813804173,-2.41944990176817,-1.36918138041734,10036,NA,NA,NA,Corporate,2.90512446676386
FSP Super Fund,2005,0.213286054377955,11.8691813804173,0.380550098231826,-3.16918138041734,447318,53.5500427715997,38.8793840889649,NA,Retail,1.93603886942818
Fuji Xerox Australia Superannuation Fund,2005,0.00719434995544572,11.8691813804173,2.48055009823183,4.53081861958266,126825,NA,NA,NA,Corporate,0.325931606651096
Fujifilm Australia Superannuation Plan,2005,0.000995580088239207,11.8691813804173,0.580550098231827,0.130818619582664,12457,NA,NA,NA,Corporate,1.33059044951197
Furniture Industry Retirement & Superannuation Trust,2005,0.0696740407842613,11.8691813804173,-0.519449901768173,0.130818619582664,357059,14.3672826484404,20.3470874469102,NA,Industry,0.888720357400055
Garnet Superannuation Fund,2005,0.0418011113920602,11.8691813804173,-1.81944990176817,-2.86918138041734,59994,NA,NA,NA,Corporate,1.74727194804338
General Retirement Plan,2005,0.00967750228867463,11.8691813804173,-1.51944990176817,-3.66918138041734,68164,13.043254376931,40.859938208033,NA,Corporate,2.96975049679841
Getronics Superannuation Fund,2005,0.000553284108938262,11.8691813804173,-0.119449901768174,1.13081861958266,27339,NA,NA,NA,Corporate,1.04907900622128
Gilbarco Superannuation Fund,2005,2.98177064697267e-05,11.8691813804173,-0.619449901768174,-0.369181380417336,32511,NA,NA,NA,Corporate,0.509204857030944
GlaxoSmithKline Superannuation Fund,2005,0.00855933829605987,11.8691813804173,0.980550098231827,1.43081861958266,131220,NA,NA,NA,Corporate,0.687276603749922
Great Southern Superannuation Fund,2005,0.0149287317058432,11.8691813804173,3.18055009823183,1.23081861958266,21137,NA,NA,NA,Retail,1.7988552739166
Greater Staff Superannuation Fund,2005,0.00335946159558921,11.8691813804173,3.28055009823183,4.03081861958266,30451,NA,NA,NA,Corporate,0.495503762158194
Grosvenor Pirie Master Superannuation Fund Series 2,2005,0.00253947466767172,NA,-6.21944990176817,NA,17606,NA,NA,NA,Retail,3.30334031800813
Grow Super,2005,0.00557922418833553,11.8691813804173,0.0805500982318268,-6.96918138041734,30773,14.3807684052372,45.7501609787508,NA,Industry,1.94977523424383
Gunnersen Superannuation Fund,2005,0.00192489860654569,11.8691813804173,-3.71944990176817,1.83081861958266,9855,NA,NA,NA,Corporate,0.908385953251357
Hairdressers Association Superannuation Fund,2005,0.00495802197021622,11.8691813804173,0.580550098231827,-3.06918138041734,25300,NA,NA,NA,Industry,1.28849432132657
Harper Collins Publishers Superannuation Fund,2005,0.00124571751473525,11.8691813804173,2.08055009823183,0.830818619582663,10013,NA,NA,NA,Corporate,1.43687991789258
Harwood Superannuation Fund,2005,0.0440954182509808,11.8691813804173,-0.419449901768173,0.230818619582664,1046034,27.9525319027879,17.4916686986914,NA,Corporate,0.275363913397645
Health Employees Superannuation Trust Australia,2005,2.1857488723606,11.8691813804173,1.38055009823183,3.63081861958266,7446466,26.5781758831674,84.9260127321529,NA,Industry,0.59581285155154
Health Industry Plan,2005,0.0713090450223514,11.8691813804173,0.480550098231827,-0.169181380417337,364134,24.2287756925827,79.6032171581769,NA,Industry,1.09427776902015
Health Super Fund,2005,0.869290505565177,11.8691813804173,2.58055009823183,0.130818619582664,5324596,27.7134169326263,76.9924358555525,NA,Industry,0.692174285030711
Hella Retirement Fund,2005,0.00439479862578805,NA,0.880550098231826,NA,34300,NA,NA,NA,Corporate,0.952845528455284
Hitachi Construction Machinery (Australia) Superannuation Scheme,2005,0.00103533703019884,11.8691813804173,0.280550098231826,0.930818619582665,15276,NA,NA,NA,Corporate,1.38458735653124
Holden Employees Superannuation Fund,2005,0.0392119405469389,11.8691813804173,1.08055009823183,1.13081861958266,659488,NA,NA,NA,Corporate,0.296834181686636
Honda Australia Pty Ltd Staff Superannuation Fund,2005,0.000511870627730308,NA,-8.61944990176817,NA,16826,NA,NA,NA,Corporate,0.31827259111333
Horizon Superannuation Plan,2005,0.00182881933014324,11.8691813804173,0.180550098231826,1.23081861958266,41295,NA,NA,NA,Corporate,1.02819503574584
HOSTPLUS Superannuation Fund,2005,0.952905980663284,11.8691813804173,1.28055009823183,1.23081861958266,3830689,8.34167019529196,53.4700733798957,NA,Industry,1.15821774959812
HPM Superannuation Fund,2005,0.00033130784966363,11.8691813804173,1.68055009823183,-0.469181380417336,20835,NA,NA,NA,Corporate,0.328905105737852
Hunter Hall Ethical Superannuation Fund,2005,0.0120181922465482,NA,-1.01944990176817,NA,28557,NA,NA,NA,Retail,0.343263974234013
IBM Australia Limited Superannuation Fund,2005,0.0856861491585046,11.8691813804173,4.28055009823183,4.73081861958267,1177953,NA,NA,NA,Corporate,0.167076782496365
ICI Superannuation Plan,2005,0.0025560400601549,11.8691813804173,0.680550098231826,1.03081861958266,20625,NA,NA,NA,Corporate,0.934604979094362
Iluka Superannuation Plan,2005,0.00665763123899064,11.8691813804173,-0.319449901768174,1.53081861958266,74656,NA,NA,NA,Corporate,0.702526308070253
Imperial Superannuation Plan,2005,0.00636111071354169,11.8691813804173,-0.819449901768174,-1.16918138041734,38649,NA,NA,NA,Corporate,0.706178345770078
Independent Schools Superannuation Trust,2005,0.131355279695388,11.8691813804173,0.980550098231827,2.43081861958266,561165,29.6470938601281,70.0948031965057,NA,Industry,0.713740624787245
ING Corporate Super,2005,0.442141921150852,11.8691813804173,0.980550098231827,-0.0691813804173353,1978165,14.1002145889134,42.7909089485143,NA,Retail,0.210797207457662
Intercontinental Marine Superannuation Fund,2005,0.00168470041553956,NA,-4.81944990176817,NA,4331,NA,NA,NA,Corporate,3.35750738651625
Intrust Super Fund,2005,0.138388945343746,11.8691813804173,1.58055009823183,0.0308186195826643,594591,6.56893973867256,53.712702333745,NA,Industry,1.79061619064109
Invensys Australia Superannuation Fund,2005,0.0172545128104818,11.8691813804173,0.380550098231826,3.73081861958266,155831,NA,NA,NA,Corporate,1.96245460086183
IOOF Global One Retirement Fund,2005,1.00018858042803,11.8691813804173,-0.119449901768174,-0.769181380417336,1438590,42.882096069869,42.1190530912434,NA,Retail,1.21741223862713
IOOF Ltd Capital Guaranteed Superannuation Bond,2005,0.000344560163650175,11.8691813804173,-8.11944990176817,-8.16918138041733,3440,NA,NA,NA,Corporate,1.63628534519879
IOOF Personal Choice Master Plan,2005,0.103570146883347,11.8691813804173,-1.21944990176817,-0.969181380417336,265421,59.1586327782647,37.5985977212971,NA,Retail,2.06965156610384
IOOF Portfolio Service Superannuation Fund,2005,0.56946849739433,11.8691813804173,-0.619449901768174,-0.769181380417336,2070371,36.5497226217382,41.0596876926238,NA,Retail,1.89706398879079
IRIS Superannuation Fund,2005,0.148734032949493,11.8691813804173,0.380550098231826,-0.469181380417336,251219,100,NA,NA,Industry,1.15701556045066
Isuzu-General Motors Aust Ltd Benf Prgrm For Salaried & Plant,2005,0.000687463788052032,NA,-1.21944990176817,NA,6373,NA,NA,NA,Corporate,2.65437788018433
J & J Super Plan,2005,0.0207829414093995,11.8691813804173,2.28055009823183,4.33081861958266,150155,NA,NA,NA,Corporate,0.761753169234268
Jardine Lloyd Thompson Superannuation Fund,2005,0.00542019642049698,11.8691813804173,-0.0194499017681729,1.93081861958266,46176,NA,NA,NA,Corporate,0.502500595379852
Just Group Superannuation Fund,2005,0.00186526319360624,11.8691813804173,-0.519449901768173,0.430818619582665,9448,NA,NA,NA,Corporate,1.31389601451542
JUST SUPER,2005,0.119547467933376,11.8691813804173,-0.919449901768173,1.73081861958266,584136,12.1822683597211,50.9688117574904,NA,Industry,0.886235877904528
KCA Super,2005,0.0189541220792563,11.8691813804173,2.48055009823183,2.83081861958266,161687,NA,NA,NA,Corporate,0.399072462978538
KCGM Staff Superannuation Fund,2005,0.00185201087961969,11.8691813804173,0.0805500982318268,0.130818619582664,24325,NA,NA,NA,Corporate,0.760672364423266
Kellogg Retirement Fund,2005,0.0103119568207805,11.8691813804173,0.0805500982318268,-0.0691813804173353,64890,NA,NA,NA,Corporate,0.856680575662097
Kraft Superannuation Plan,2005,0.000513527166978626,11.8691813804173,0.480550098231827,1.83081861958266,53687,NA,NA,NA,Corporate,0.804875730144814
Labour Union Co-Operative Retirement Fund,2005,0.303569099950542,11.8691813804173,1.08055009823183,0.730818619582664,1544347,43.6964408517577,32.6471448161127,NA,Industry,1.00030769506523
Law Employees Superannuation Fund,2005,0.00783046102679989,11.8691813804173,0.780550098231826,-4.76918138041734,49843,NA,NA,NA,Industry,1.00541291382333
legalsuper,2005,0.538910317880605,11.8691813804173,-2.31944990176817,-0.469181380417336,597588,14.3251919050942,77.8087927424983,NA,Industry,0.892294544111363
Lifefocus Superannuation Fund,2005,0.116024008952203,11.8691813804173,-1.41944990176817,-0.469181380417336,183100,71.6747070985527,43.2804962095107,NA,Retail,1.99928647373199
Lifetime Superannuation Fund,2005,0.0775807026164839,NA,-0.419449901768173,NA,545541,54.7478047784358,44.8233612415765,NA,Retail,0.767719856242435
Linatex Australia Superannuation Fund,2005,0.000757038436481394,11.8691813804173,-1.21944990176817,-2.66918138041734,2804,NA,NA,NA,Corporate,3.38134001252348
Lindfield Superannuation Fund No 2,2005,0.000889561576346846,11.8691813804173,2.68055009823183,-0.369181380417336,5421,NA,NA,NA,Corporate,0.443365354164467
Local Authorities Superannuation Fund,2005,0.298796610376138,11.8691813804173,1.38055009823183,1.33081861958266,3014543,33.6537973977507,58.1916091149716,NA,Public Sector,0.744838672038347
Local Government Superannuation Scheme - Pool A,2005,0.46744721470816,11.8691813804173,0.380550098231826,-1.66918138041734,1502692,21.3262450320124,50.0875388173953,NA,Public Sector,1.31728995632353
Local Government Superannuation Scheme - Pool B,2005,0.0620208294570315,11.8691813804173,1.78055009823183,1.43081861958266,2964600,51.3682564503518,24.4361580561737,NA,Public Sector,0.75716632798651
Lutheran Super,2005,0.0375040485819229,11.8691813804173,0.0805500982318268,0.930818619582665,227751,32.54039497307,69.0305206463196,NA,Corporate,0.576374459346227
MacMahon Employees Superannuation Fund,2005,0.00923023669162873,11.8691813804173,-1.01944990176817,-0.269181380417336,21144,NA,NA,NA,Corporate,1.32832242597032
Macquarie Superannuation Plan,2005,1.40347637350958,11.8691813804173,-0.419449901768173,0.730818619582664,4226095,69.0936349118404,40.7065801909852,NA,Retail,1.07406653194717
Manildra Flour Mills Retirement Fund,2005,0.000664272238575578,NA,-5.21944990176817,NA,20428,NA,NA,NA,Corporate,1.31568764027552
Map Superannuation Plan,2005,0.035453252992505,11.8691813804173,1.98055009823183,-0.669181380417337,222432,35.5809417665088,61.1033714126498,NA,Retail,1.10108639217876
Maritime Super,2005,0.0954100345461321,11.8691813804173,0.0805500982318268,4.53081861958266,1285360,35.0779510022272,11.2054565701559,NA,Industry,0.603927349825663
Mars Australia Retirement Plan,2005,0.0399557266694337,11.8691813804173,5.88055009823183,3.63081861958266,464773,NA,NA,NA,Corporate,0.204796927804862
MasterKey Custom Superannuation,2005,0.249859127902323,11.8691813804173,0.180550098231826,0.230818619582664,2945818,70.94617876094,38.4811522293433,NA,Retail,1.63127649498319
MasterSuper,2005,0.0694189337400204,11.8691813804173,1.58055009823183,1.53081861958266,479047,NA,NA,NA,Corporate,0.772575875089413
MaxiTRANS Superannuation Fund,2005,0.00427884087840578,11.8691813804173,-0.719449901768174,-0.469181380417336,10859,NA,NA,NA,Corporate,1.7434758467518
Meat Industry Employees Superannuation Fund,2005,0.0633029908352297,11.8691813804173,1.88055009823183,-1.16918138041734,391824,NA,NA,NA,Industry,1.05698581924971
Media Super,2005,0.190248563051594,11.8691813804173,0.980550098231827,1.23081861958266,1131146,18.5114444547967,35.1532656293674,NA,Industry,0.819823734444582
Medical & Associated Professions Superannuation Fund,2005,0.0154074715486071,11.8691813804173,-1.21944990176817,-2.46918138041734,63170,25.6577415599534,78.4633294528522,NA,Industry,0.410798646150549
Mercer Portfolio Service Superannuation Plan,2005,0.200466097135221,11.8691813804173,-1.11944990176817,-0.669181380417337,1548933,77.8427205100956,37.5797024442083,NA,Retail,1.26065537810449
Mercer Super Trust,2005,2.96769337644046,11.8691813804173,0.680550098231826,0.930818619582665,8369146,18.8413557842962,37.8122872083722,NA,Retail,0.970550111136189
Mercy Super,2005,0.0420562184363012,11.8691813804173,0.980550098231827,2.13081861958266,241690,20.4250135354629,75.0676773145642,NA,Corporate,0.516051632637175
Military Superannuation & Benefits Fund No 1,2005,0.553966603108569,11.8691813804173,-0.0194499017681729,3.83081861958266,1776487,NA,NA,NA,Public Sector,1.00499824749852
Millennium Master Trust,2005,0.0108867759399469,11.8691813804173,0.0805500982318268,-2.36918138041734,38265,NA,NA,NA,Corporate,3.97474223659325
Mitek Australia Superannuation Fund,2005,0.000916066204319936,11.8691813804173,2.28055009823183,2.93081861958266,7315,NA,NA,NA,Corporate,1.35805294880598
Mitre 10 Australia Superannuation Fund,2005,0.000366095173878311,11.8691813804173,0.880550098231826,1.03081861958266,8849,NA,NA,NA,Corporate,1.30157665213016
MLC Superannuation Fund,2005,0.716882268562914,11.8691813804173,-0.0194499017681729,0.330818619582663,5266799,73.3333333333333,40.8339613162522,NA,Retail,0.262187175333398
MLCS Superannuation Trust,2005,0.446839866459082,11.8691813804173,-2.21944990176817,-1.56918138041734,3301442,32.5053564057371,39.8680391296086,NA,Retail,2.17592316888642
MSA (Aust) Superannuation Fund,2005,0.000944227371541345,11.8691813804173,-0.119449901768174,1.63081861958266,9948,NA,NA,NA,Corporate,1.5798807028857
MSD Australia Superannuation Plan,2005,0.0133765544301691,11.8691813804173,1.68055009823183,1.83081861958266,117379,NA,NA,NA,Corporate,0.676224723298931
MTAA Superannuation Fund,2005,0.630323123220546,11.8691813804173,5.48055009823183,4.93081861958266,2935404,12.5301749840643,22.6245553430798,NA,Industry,0.921457742636102
Munich Holdings of Australasia Pty Ltd Superannuation Scheme,2005,0.00396409842122533,11.8691813804173,1.48055009823183,2.23081861958266,28429,NA,NA,NA,Corporate,1.43846153846154
Murray Valley Balanced Growth Superannuation Fund,2005,0.00111816399261475,11.8691813804173,-0.619449901768174,-1.76918138041734,22653,NA,NA,NA,Corporate,1.5835984446801
My Retirement Plan,2005,0.000985640852749299,11.8691813804173,-4.41944990176817,-3.56918138041734,5846,NA,NA,NA,Retail,0.540137828273421
National Australia Bank Group Superannuation Fund A,2005,0.0447464381755698,11.8691813804173,3.18055009823183,3.53081861958266,2392168,NA,NA,NA,Corporate,0.649983496960757
National Australia Personal Superannuation Fund,2005,0.000622858757367624,11.8691813804173,-0.419449901768173,-1.26918138041734,41638,NA,NA,NA,Retail,1.72961733397918
National Catholic Superannuation Fund,2005,0.0858633988580746,11.8691813804173,2.98055009823183,0.530818619582664,465632,34.8677795833949,76.5607918451765,NA,Industry,0.914715454708914
National Preservation Trust,2005,0.022399723715758,11.8691813804173,-5.51944990176817,-7.36918138041734,337912,14.4050799473663,40.4354240599705,NA,Retail - ERF,2.82011777862936
Nationwide Superannuation Fund,2005,0.0702455468249311,11.8691813804173,-2.11944990176817,0.330818619582663,289683,12.1559332196594,28.2692199591523,NA,Retail,2.34391564237877
Nestle Australia Group Superannuation Fund,2005,0.040659755849969,11.8691813804173,2.08055009823183,4.23081861958267,466024,24.6580406654344,40.8317929759704,NA,Corporate,0.777194737537515
Netwealth Superannuation Master Fund,2005,0.121134432533265,11.8691813804173,1.18055009823183,0.830818619582663,153702,41.3432835820896,39.0049751243781,NA,Retail,1.87169209646345
New South Wales Electrical Superannuation Scheme,2005,0.034651487996319,11.8691813804173,1.98055009823183,0.830818619582663,207587,NA,NA,NA,Industry,0.749053535137593
Newcastle Permanent Superannuation Plan,2005,0.0187470546732165,11.8691813804173,-6.91944990176817,-7.36918138041734,217108,57.7977528089888,40,NA,Retail,0.0546810920595243
Newmont Australia Superannuation Plan,2005,0.00944558679391008,11.8691813804173,-0.219449901768174,0.930818619582665,64331,NA,NA,NA,Corporate,0.650288407131215
NGS Super,2005,0.251939741198211,11.8691813804173,-0.819449901768174,1.73081861958266,1162078,26.6386995280545,72.1517217269708,NA,Industry,1.23470264349768
Nine Network Superannuation Fund,2005,0.0100518801587945,11.8691813804173,-0.619449901768174,2.13081861958266,135887,NA,NA,NA,Corporate,0.366987341772152
Nufarm Employees Superannuation Trust,2005,0.0114433731273818,NA,1.08055009823183,NA,56243,NA,NA,NA,Corporate,0.196101973025974
O-I Australia Accumulation Fund,2005,0.00302318412818062,11.8691813804173,-1.41944990176817,0.330818619582663,19368,NA,NA,NA,Corporate,0.943126607602172
OAMPS Super Fund,2005,0.055061708074847,11.8691813804173,0.380550098231826,-0.169181380417337,206733,15.5249569707401,40.8873589596481,NA,Retail,1.08516097517419
Oasis Superannuation Master Trust,2005,0.839451264085222,11.8691813804173,-1.81944990176817,-2.06918138041734,2009096,34.1111452256678,42.8780614534376,NA,Retail,2.40588755601064
Oceania Superannuation Fund,2005,0.00425730586817764,11.8691813804173,-1.11944990176817,-4.86918138041734,13385,NA,NA,NA,Corporate,1.66415215105381
OnePath Masterfund,2005,2.74902191296622,11.8691813804173,-0.919449901768173,-2.36918138041734,9631402,26.4223712763859,37.2780627342671,NA,Retail,0.443613768974087
Optimix Superannuation Fund,2005,0.143196222242366,11.8691813804173,-0.0194499017681729,-0.0691813804173353,670896,83.0817989737398,46.815575007546,NA,Retail,0.108868879638067
Optimum Professional Superannuation Plan,2005,0.00150248109822456,11.8691813804173,0.680550098231826,1.53081861958266,179592,67.9503105590062,33.1055900621118,NA,Retail,1.99185046620554
Optimum Superannuation Master Plan,2005,0.241955779148597,11.8691813804173,-0.219449901768174,-0.569181380417335,1239072,17.6233412348523,38.3160902988546,NA,Retail,1.62475022516483
Oracle Superannuation Plan,2005,0.00808391153179257,NA,2.48055009823183,NA,55573,NA,NA,NA,Corporate,0.134789631895934
P & O Australia Superannuation Fund,2005,0.0154472284905667,11.8691813804173,2.88055009823183,0.130818619582664,222171,NA,NA,NA,Corporate,0.591007387592345
P & O Nedlloyd Superannuation Fund,2005,0.00136333180136584,11.8691813804173,-0.319449901768174,-1.26918138041734,29867,NA,NA,NA,Corporate,0.999338672937027
Pacific Salt Superannuation Fund,2005,0.000730533808508304,11.8691813804173,4.58055009823183,-3.46918138041734,5336,NA,NA,NA,Corporate,0.867082584329068
Partner Superannuation Fund,2005,0.0106084773462294,11.8691813804173,-9.11944990176817,4.03081861958266,21710,NA,NA,NA,Corporate,0.140160308352678
Perpetual's Select Superannuation Fund,2005,0.121705938573934,11.8691813804173,-1.31944990176817,-0.869181380417336,1170700,24.1526418786693,43.7299412915851,NA,Retail,0.342790499472941
Perpetual WealthFocus Superannuation Fund,2005,0.481310791677335,11.8691813804173,2.78055009823183,4.13081861958266,1839878,53.2216623844639,44.7162067469719,NA,Retail,0.267835433487325
Philip Morris Superannuation Fund,2005,0.00906458276679691,11.8691813804173,-0.619449901768174,1.33081861958266,91453,NA,NA,NA,Corporate,0.602655525943
Pitcher Retirement Plan,2005,0.00947706103962813,11.8691813804173,-1.31944990176817,-0.869181380417336,28514,NA,NA,NA,Corporate,1.0724080062216
Plan B Eligible Rollover Fund,2005,0.00428215395690241,11.8691813804173,-9.31944990176817,-9.76918138041734,15374,8.96098327854795,47.2202372445334,NA,Retail - ERF,2.58725722066939
Plum Superannuation Fund,2005,1.94021828151414,11.8691813804173,0.680550098231826,2.53081861958266,5454648,17.6622349626847,34.8450551079919,NA,Retail,0.385998502845084
Porsche Distributors Staff Superannuation Fund,2005,0.000879622340856937,11.8691813804173,2.28055009823183,-0.369181380417336,5601,NA,NA,NA,Corporate,1.39553429027113
PPS Managed Superannuation Fund,2005,0.0512268197149904,11.8691813804173,-1.31944990176817,-1.46918138041734,226910,40.5482945489321,33.7583678673892,NA,Retail,1.59145168393482
Premiumchoice Retirement Service,2005,0.0814669436930383,11.8691813804173,-3.51944990176817,-0.269181380417336,141438,46.364347146208,41.9859265050821,NA,Retail,2.45122383824051
Presbyterian Ladies College (Inc) Superannuation Fund,2005,0.000540031794951716,11.8691813804173,-2.31944990176817,1.03081861958266,7066,NA,NA,NA,Corporate,1.74108818011257
PricewaterhouseCoopers Superannuation Fund,2005,0.015922655254834,11.8691813804173,1.38055009823183,2.23081861958266,121751,NA,NA,NA,Corporate,0.705562121700512
Prime Superannuation Fund,2005,0.168600908154573,11.8691813804173,-1.91944990176817,-1.86918138041734,779598,15.7437476982825,23.7565145580144,NA,Industry,1.77365348966288
Procter & Gamble Retirement Plan,2005,0.000309772839435494,11.8691813804173,1.48055009823183,1.33081861958266,14756,NA,NA,NA,Corporate,1.55058251613444
Professional Associations Superannuation Fund,2005,0.226669234965117,11.8691813804173,-5.01944990176817,-3.96918138041734,524162,8.71117395265078,56.963979839121,NA,Industry,3.38618271827388
PSN Masterlink Public Superannuation Fund,2005,0.0136515399453899,11.8691813804173,-2.91944990176817,-4.76918138041734,59502,NA,NA,NA,Retail,1.43866146788137
Public Sector Superannuation Scheme,2005,1.43924271242002,11.8691813804173,2.08055009823183,2.43081861958266,7837696,22.2033811008585,57.7948756552022,NA,Public Sector,0.301000916174893
Pulp & Paper Workers' Superannuation Fund,2005,0.0178127665371651,11.8691813804173,-0.419449901768173,1.93081861958266,286580,NA,NA,NA,Industry,0.388254455417581
Qantas Superannuation Plan,2005,0.409746639610742,11.8691813804173,2.08055009823183,1.73081861958266,5152700,NA,NA,NA,Corporate,0.603397213749642
